id,type,finish_id,group,dnaScore,flashMode,primary_metric,target,verify,current
dna-bible-base-ceramic_matte,base,ceramic_matte,Bases,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":11,""pinFlashScore"":24,""simFlashScore"":21,""detail"":4,""mRange"":62,""rRange"":37,""ccRange"":26,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-chalky_base,base,chalky_base,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":5,""pinFlashScore"":24,""simFlashScore"":69,""detail"":0,""mRange"":0,""rRange"":0,""ccRange"":0,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-chameleon,base,chameleon,Bases,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":5,""simFlashScore"":15,""detail"":4,""mRange"":112,""rRange"":33,""ccRange"":25,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-champagne,base,champagne,Bases,25,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":5,""simFlashScore"":17,""detail"":3,""mRange"":128,""rRange"":6,""ccRange"":7,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-champagne_flake,base,champagne_flake,Bases,27,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":24,""pinFlashScore"":5,""simFlashScore"":16,""detail"":9,""mRange"":118,""rRange"":5,""ccRange"":8,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-checkered_chrome,base,checkered_chrome,Bases,24,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":4,""simFlashScore"":15,""detail"":4,""mRange"":74,""rRange"":15,""ccRange"":30,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-chromaflair,base,chromaflair,Bases,25,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":4,""simFlashScore"":15,""detail"":2,""mRange"":68,""rRange"":18,""ccRange"":28,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-chrome,base,chrome,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":5,""simFlashScore"":15,""detail"":11,""mRange"":54,""rRange"":37,""ccRange"":79,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-chrome_wrap,base,chrome_wrap,Bases,26,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":4,""simFlashScore"":16,""detail"":6,""mRange"":23,""rRange"":38,""ccRange"":24,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-clear_matte,base,clear_matte,Bases,30,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":5,""pinFlashScore"":24,""simFlashScore"":69,""detail"":0,""mRange"":0,""rRange"":0,""ccRange"":0,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-cobalt_metal,base,cobalt_metal,Bases,27,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":23,""pinFlashScore"":5,""simFlashScore"":27,""detail"":3,""mRange"":79,""rRange"":41,""ccRange"":28,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-color_flip_wrap,base,color_flip_wrap,Bases,31,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":5,""simFlashScore"":28,""detail"":9,""mRange"":59,""rRange"":45,""ccRange"":24,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-copper,base,copper,Bases,27,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":25,""pinFlashScore"":5,""simFlashScore"":15,""detail"":7,""mRange"":99,""rRange"":27,""ccRange"":29,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-crumbling_clear,base,crumbling_clear,Bases,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":15,""pinFlashScore"":24,""simFlashScore"":26,""detail"":21,""mRange"":53,""rRange"":59,""ccRange"":38,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-crystal_clear,base,crystal_clear,Bases,35,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":9,""pinFlashScore"":4,""simFlashScore"":90,""detail"":4,""mRange"":60,""rRange"":10,""ccRange"":19,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-cx_acid_rain,base,cx_acid_rain,Bases,53,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":35,""pinFlashScore"":35,""simFlashScore"":31,""detail"":42,""mRange"":248,""rRange"":40,""ccRange"":110,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_apocalypse,base,cx_apocalypse,Bases,52,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":40,""pinFlashScore"":34,""simFlashScore"":16,""detail"":42,""mRange"":255,""rRange"":57,""ccRange"":161,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_arctic,base,cx_arctic,Bases,44,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":35,""simFlashScore"":17,""detail"":23,""mRange"":216,""rRange"":38,""ccRange"":92,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_aurora_borealis,base,cx_aurora_borealis,Bases,48,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":37,""simFlashScore"":18,""detail"":33,""mRange"":231,""rRange"":35,""ccRange"":119,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_blood_mercury,base,cx_blood_mercury,Bases,41,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":36,""simFlashScore"":34,""detail"":18,""mRange"":243,""rRange"":47,""ccRange"":109,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_chrome_void,base,cx_chrome_void,Bases,48,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":16,""simFlashScore"":16,""detail"":41,""mRange"":255,""rRange"":47,""ccRange"":188,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-base-cx_dragon_scale,base,cx_dragon_scale,Bases,48,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":39,""pinFlashScore"":31,""simFlashScore"":14,""detail"":29,""mRange"":239,""rRange"":53,""ccRange"":122,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_electric_storm,base,cx_electric_storm,Bases,31,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":5,""simFlashScore"":15,""detail"":8,""mRange"":206,""rRange"":39,""ccRange"":80,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_frozen_nebula,base,cx_frozen_nebula,Bases,38,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":37,""pinFlashScore"":5,""simFlashScore"":15,""detail"":27,""mRange"":240,""rRange"":41,""ccRange"":107,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_glacier_fire,base,cx_glacier_fire,Bases,36,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":36,""pinFlashScore"":7,""simFlashScore"":15,""detail"":23,""mRange"":225,""rRange"":42,""ccRange"":107,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_hellfire,base,cx_hellfire,Bases,46,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":38,""pinFlashScore"":35,""simFlashScore"":15,""detail"":21,""mRange"":239,""rRange"":53,""ccRange"":135,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_inferno,base,cx_inferno,Bases,36,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":5,""simFlashScore"":14,""detail"":18,""mRange"":212,""rRange"":29,""ccRange"":96,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_midnight_chrome,base,cx_midnight_chrome,Bases,50,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":36,""pinFlashScore"":9,""simFlashScore"":27,""detail"":45,""mRange"":255,""rRange"":52,""ccRange"":223,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_neon_abyss,base,cx_neon_abyss,Bases,46,heroBand,rebalance-practical-sim-lighting,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":36,""simFlashScore"":15,""detail"":45,""mRange"":235,""rRange"":46,""ccRange"":135,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_obsidian_gold,base,cx_obsidian_gold,Bases,41,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":36,""simFlashScore"":17,""detail"":21,""mRange"":250,""rRange"":67,""ccRange"":165,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_ocean_trench,base,cx_ocean_trench,Bases,45,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":18,""simFlashScore"":18,""detail"":34,""mRange"":246,""rRange"":43,""ccRange"":128,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_phantom,base,cx_phantom,Bases,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":29,""simFlashScore"":15,""detail"":39,""mRange"":215,""rRange"":33,""ccRange"":129,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_prism_shatter,base,cx_prism_shatter,Bases,39,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":37,""pinFlashScore"":11,""simFlashScore"":15,""detail"":26,""mRange"":245,""rRange"":44,""ccRange"":107,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_rose_chrome,base,cx_rose_chrome,Bases,43,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":40,""pinFlashScore"":4,""simFlashScore"":14,""detail"":35,""mRange"":230,""rRange"":45,""ccRange"":124,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-base-cx_royal_spectrum,base,cx_royal_spectrum,Bases,36,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":35,""pinFlashScore"":4,""simFlashScore"":15,""detail"":15,""mRange"":224,""rRange"":61,""ccRange"":95,""darkGlossPct"":0,""darkVoidPct"":0}"
